,Unnamed: 0,Player,Pos,Age,G,GS,MP,eFG%,FTR,TRB%,TOV%,Salary,Salary Adjusted,age_bin,games_bin,games_started_bin,mins_bin
812,812,Obi Toppin,Forward,23.0,72.0,10.0,17.1,58.6,19.6969696969697,11.7,9.6,5105.16,5567.675,"(21, 24]","(65.0, 82.0]","(0, 20]","(10.0, 20.0]"
813,813,Juan Toscano-Anderson,Forward,28.0,73.0,6.0,13.6,54.900000000000006,15.625,9.7,20.4,1701.593,1855.753,"(27, 30]","(65.0, 82.0]","(0, 20]","(10.0, 20.0]"
814,814,Karl-Anthony Towns,Center,26.0,74.0,74.0,33.5,59.1,31.70731707317074,15.7,13.7,31650.6,34518.067,"(24, 27]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
815,815,Gary Trent Jr,Guard,23.0,70.0,69.0,35.0,51.1,16.129032258064516,4.2,5.8,16225.0,17694.945,"(21, 24]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
816,816,PJ Tucker,Forward,36.0,71.0,70.0,27.9,57.7,10.0,11.1,12.7,7000.0,7634.183,"(33, 36]","(65.0, 82.0]","(60, 82]","(20.0, 30.0]"
817,817,Myles Turner,Center,25.0,42.0,42.0,29.4,58.7,20.212765957446805,13.4,10.9,18000.0,19630.756,"(24, 27]","(35.0, 50.0]","(40, 60]","(20.0, 30.0]"
818,818,Jonas Valanciunas,Center,29.0,74.0,74.0,30.3,57.4,25.196850393700792,20.8,14.4,14000.0,15268.366,"(27, 30]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
819,819,Denzel Valentine,Guard,28.0,24.0,0.0,9.3,52.3,0.0,10.4,15.4,1005.633,1096.74,"(27, 30]","(19.999, 35.0]",,"(-0.001, 10.0]"
820,820,Jarred Vanderbilt,Forward,22.0,74.0,67.0,25.4,59.0,24.489795918367346,17.8,14.8,4050.0,4416.92,"(21, 24]","(65.0, 82.0]","(60, 82]","(20.0, 30.0]"
821,821,Fred VanVleet,Guard,27.0,65.0,65.0,37.9,51.3,17.751479289940832,6.4,12.5,19675.926,21458.517,"(24, 27]","(50.0, 65.0]","(60, 82]","(30.0, 40.0]"
822,822,Devin Vassell,Forward,21.0,71.0,32.0,27.3,51.6,11.11111111111111,8.3,6.7,4235.16,4618.855,"(18, 21]","(65.0, 82.0]","(20, 40]","(20.0, 30.0]"
823,823,Gabe Vincent,Guard,25.0,68.0,27.0,23.4,53.3,8.0,4.5,15.4,1669.178,1820.401,"(24, 27]","(65.0, 82.0]","(20, 40]","(20.0, 30.0]"
824,824,Nikola Vucevic,Center,31.0,73.0,73.0,33.1,51.8,8.227848101265822,18.7,10.1,24000.0,26174.341,"(30, 33]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
825,825,Dean Wade,Forward,25.0,51.0,28.0,19.2,57.4,9.30232558139535,8.5,6.5,1782.621,1944.122,"(24, 27]","(50.0, 65.0]","(20, 40]","(10.0, 20.0]"
826,826,Franz Wagner,Forward,20.0,79.0,79.0,30.7,51.7,19.51219512195122,7.7,10.0,5007.84,5461.538,"(18, 21]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
827,827,Moritz Wagner,Center,24.0,63.0,3.0,15.2,58.1,26.984126984126984,12.8,11.0,1729.217,1885.879,"(21, 24]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
828,828,Kemba Walker,Guard,31.0,37.0,37.0,25.6,50.1,16.0,6.3,10.7,34967.442,38135.407,"(30, 33]","(35.0, 50.0]","(20, 40]","(20.0, 30.0]"
829,829,Lonnie Walker,Guard,23.0,70.0,6.0,23.0,48.0,15.596330275229356,5.9,7.9,4447.896,4850.864,"(21, 24]","(65.0, 82.0]","(0, 20]","(20.0, 30.0]"
830,830,Brad Wanamaker,Guard,32.0,23.0,2.0,13.9,39.0,30.303030303030305,6.8,20.7,814.918,888.747,"(30, 33]","(19.999, 35.0]","(0, 20]","(10.0, 20.0]"
831,831,PJ Washington,Center,23.0,65.0,28.0,27.2,57.3,10.975609756097562,10.1,12.6,4215.12,4596.999,"(21, 24]","(50.0, 65.0]","(20, 40]","(20.0, 30.0]"
832,832,Yuta Watanabe,Forward,27.0,38.0,4.0,11.7,50.4,16.666666666666664,11.2,10.9,1762.796,1922.501,"(24, 27]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
833,833,Lindy Waters III,Guard,24.0,25.0,1.0,18.6,55.7,2.857142857142857,8.1,5.8,159.527,173.979,"(21, 24]","(19.999, 35.0]","(0, 20]","(10.0, 20.0]"
834,834,Trendon Watford,Forward,21.0,48.0,10.0,18.1,54.900000000000006,26.785714285714285,12.6,12.5,768.83,838.484,"(18, 21]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
835,835,Russell Westbrook,Guard,33.0,78.0,78.0,34.3,47.6,21.51898734177215,11.6,17.3,44211.146,48216.568,"(30, 33]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
836,836,Coby White,Guard,21.0,61.0,17.0,27.5,53.900000000000006,12.264150943396228,6.1,9.3,5837.76,6366.646,"(18, 21]","(50.0, 65.0]","(0, 20]","(20.0, 30.0]"
837,837,Derrick White,Guard,27.0,75.0,52.0,29.3,49.3,25.233644859813086,6.3,11.6,15678.571,17099.011,"(24, 27]","(65.0, 82.0]","(40, 60]","(20.0, 30.0]"
838,838,Hassan Whiteside,Center,32.0,65.0,8.0,17.9,65.2,31.37254901960785,23.3,11.6,2401.537,2619.11,"(30, 33]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
839,839,Joe Wieskamp,Guard,22.0,29.0,0.0,7.1,48.2,10.526315789473683,3.6,3.1,563.663,614.729,"(21, 24]","(19.999, 35.0]",,"(-0.001, 10.0]"
840,840,Aaron Wiggins,Guard,23.0,50.0,35.0,24.2,52.5,17.91044776119403,7.6,12.6,1305.761,1424.059,"(21, 24]","(35.0, 50.0]","(20, 40]","(20.0, 30.0]"
841,841,Andrew Wiggins,Forward,26.0,73.0,73.0,31.9,54.3,14.285714285714285,7.6,9.0,31579.39,34440.406,"(24, 27]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
842,842,Brandon Williams,Guard,22.0,24.0,16.0,26.7,42.7,23.72881355932203,6.4,15.2,180.798,197.177,"(21, 24]","(19.999, 35.0]","(0, 20]","(20.0, 30.0]"
843,843,Grant Williams,Forward,23.0,77.0,21.0,24.4,59.7,19.642857142857142,7.9,11.6,2617.8,2854.966,"(21, 24]","(65.0, 82.0]","(20, 40]","(20.0, 30.0]"
844,844,Kenrich Williams,Forward,27.0,49.0,0.0,21.9,52.5,9.23076923076923,10.5,11.9,2000.0,2181.195,"(24, 27]","(35.0, 50.0]",,"(20.0, 30.0]"
845,845,Robert Williams,Center,24.0,61.0,61.0,29.6,73.6,18.333333333333336,17.6,13.4,3661.976,3993.742,"(21, 24]","(50.0, 65.0]","(60, 82]","(20.0, 30.0]"
846,846,Ziaire Williams,Forward,20.0,62.0,31.0,21.7,54.0,10.294117647058822,5.0,8.4,4373.04,4769.226,"(18, 21]","(50.0, 65.0]","(20, 40]","(20.0, 30.0]"
847,847,Dylan Windler,Forward,25.0,50.0,0.0,9.2,48.5,15.0,10.7,13.1,2239.2,2442.066,"(24, 27]","(35.0, 50.0]",,"(-0.001, 10.0]"
848,848,Justise Winslow,Forward,25.0,48.0,11.0,16.1,45.7,14.814814814814811,14.0,14.6,3902.439,4255.99,"(24, 27]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
849,849,Christian Wood,Center,26.0,68.0,67.0,30.8,57.6,23.25581395348837,18.0,11.0,13666.667,14904.833,"(24, 27]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
850,850,Delon Wright,Guard,29.0,77.0,8.0,18.9,53.5,20.0,8.3,13.2,8526.316,9298.779,"(27, 30]","(65.0, 82.0]","(0, 20]","(10.0, 20.0]"
851,851,Thaddeus Young,Forward,33.0,52.0,1.0,16.3,55.00000000000001,7.6923076923076925,13.1,15.0,14190.0,15475.579,"(30, 33]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
852,852,Trae Young,Guard,23.0,76.0,76.0,34.9,53.6,32.51231527093596,5.9,14.5,8326.471,9080.829,"(21, 24]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
853,853,Omer Yurtseven,Center,23.0,56.0,12.0,12.6,52.8,15.909090909090908,23.6,13.0,1489.065,1623.97,"(21, 24]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
854,854,Cody Zeller,Center,29.0,27.0,0.0,13.1,56.7,42.42424242424242,19.3,14.6,2389.641,2606.136,"(27, 30]","(19.999, 35.0]",,"(10.0, 20.0]"
855,855,Ivica Zubac,Center,24.0,76.0,76.0,24.4,62.6,33.84615384615385,18.4,16.1,7518.518,8199.677,"(21, 24]","(65.0, 82.0]","(60, 82]","(20.0, 30.0]"
